entry_id	source	part_of_speech	level	official_source	definition_path	exact_definition	selected_candidate	selected_candidate_method	candidate_history	reason
ox5000-647655f1ee5e1d3ecef4	relevance	noun	C1	https://www.oxfordlearnersdictionaries.com/us/definition/english/relevance	/us/definition/english/relevance	a close connection with the subject you are discussing or the situation you are in	Доступність (нуун): тісний зв' язок з темою, яку ви обговорюєте, або з ситуацією, у якій ви перебуваєте	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	"Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate=>""Доступність (нуун): тісний зв' язок з темою, яку ви обговорюєте, або з ситуацією, у якій ви перебуваєте"";reverse='Accessibility (nuun): Close association with the subject you are discussing, or with the situation in which you are living';lex=0.079;candDef=0.641;revDef=0.592;decision=BLOCKED:low reverse lexical agreement 0.079 || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'Доступність';reverse='Accessibility';lex=0.273;candDef=0.189;revDef=0.181;decision=BLOCKED:low reverse lexical agreement 0.273"	"BLOCKED: low reverse lexical agreement 0.079; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='a close connection with the subject you are discussing or the situation you are in'; candidate=""Доступність (нуун): тісний зв' язок з темою, яку ви обговорюєте, або з ситуацією, у якій ви перебуваєте""; reverse='Accessibility (nuun): Close association with the subject you are discussing, or with the situation in which you are living'; lexical=0.079; candidate_definition_similarity=0.641; reverse_definition_similarity=0.592; semantic=0.641."
ox5000-302058e7a3d7857fa595	relieve	verb	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/relieve	/us/definition/english/relieve	to remove or reduce an unpleasant feeling or pain	увімкнути	Helsinki-NLP/opus-mt-en-uk_surface_candidate	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate=>'видалення (клацання): щоб усунути або зменшити неприємні почуття або біль';reverse='delete (click): to remove or reduce unpleasant feelings or pain';lex=0.000;candDef=0.883;revDef=0.791;decision=BLOCKED:verb candidate is not an appropriate Ukrainian infinitive/verb phrase || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'увімкнути';reverse='enable';lex=0.462;candDef=0.338;revDef=0.279;decision=BLOCKED:candidate/reverse meaning does not align with exact Oxford definition (0.338)	BLOCKED: candidate/reverse meaning does not align with exact Oxford definition (0.338); method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='to remove or reduce an unpleasant feeling or pain'; candidate='увімкнути'; reverse='enable'; lexical=0.462; candidate_definition_similarity=0.338; reverse_definition_similarity=0.279; semantic=0.338.
ox5000-b992f758262a990feb46	relieved	adjective	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/relieved	/us/definition/english/relieved	feeling happy because something unpleasant has stopped or has not happened; showing this	з' єднання (примітка): бути щасливим, тому що щось неприємне зупинилося або не сталося; показати це	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	"Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate=>""з' єднання (примітка): бути щасливим, тому що щось неприємне зупинилося або не сталося; показати це"";reverse='connection (note): to be happy because something unpleasant has stopped or has not happened; to show this';lex=0.000;candDef=0.863;revDef=0.769;decision=BLOCKED:adjective candidate has no plausible Ukrainian adjective morphology || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>""з' єднання"";reverse='connection';lex=0.000;candDef=0.285;revDef=0.129;decision=BLOCKED:adjective candidate has no plausible Ukrainian adjective morphology"	"BLOCKED: adjective candidate has no plausible Ukrainian adjective morphology; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='feeling happy because something unpleasant has stopped or has not happened; showing this'; candidate=""з' єднання (примітка): бути щасливим, тому що щось неприємне зупинилося або не сталося; показати це""; reverse='connection (note): to be happy because something unpleasant has stopped or has not happened; to show this'; lexical=0.000; candidate_definition_similarity=0.863; reverse_definition_similarity=0.769; semantic=0.000."
ox5000-30e4fdf929282bee2e41	reluctant	adjective	C1	https://www.oxfordlearnersdictionaries.com/us/definition/english/reluctant	/us/definition/english/reluctant	hesitating before doing something because you do not want to do it or because you are not sure that it is the right thing to do	несхильний (підприємець): вагатися перед тим, як щось робити, тому що ви не хочете цього робити, або тому що ви не впевнені, що це правильно.	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	"en_wiktionary_matching_pos_uk_translation=>'неохо́чий';reverse='Unpalatable';lex=0.300;candDef=0.277;revDef=0.184;decision=BLOCKED:candidate/reverse meaning does not align with exact Oxford definition (0.277) || Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate=>'несхильний (підприємець): вагатися перед тим, як щось робити, тому що ви не хочете цього робити, або тому що ви не впевнені, що це правильно.';reverse=""non-composite: hesitate before doing anything, because you don't want to do it, or because you're not sure it's the right thing to do."";lex=0.101;candDef=0.846;revDef=0.846;decision=BLOCKED:low reverse lexical agreement 0.101 || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'неохоче';reverse='Not willing';lex=0.200;candDef=0.325;revDef=0.367;decision=BLOCKED:low reverse lexical agreement 0.200"	"BLOCKED: low reverse lexical agreement 0.101; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='hesitating before doing something because you do not want to do it or because you are not sure that it is the right thing to do'; candidate='несхильний (підприємець): вагатися перед тим, як щось робити, тому що ви не хочете цього робити, або тому що ви не впевнені, що це правильно.'; reverse=""non-composite: hesitate before doing anything, because you don't want to do it, or because you're not sure it's the right thing to do.""; lexical=0.101; candidate_definition_similarity=0.846; reverse_definition_similarity=0.846; semantic=0.846."
ox5000-c5cf348853a28d5a4697	remarkable	adjective	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/remarkable	/us/definition/english/remarkable	unusual or surprising in a way that causes people to take notice	дивовижний (примітка): незвичний або несподіваний спосіб, який змушує людей звертати увагу на	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	en_wiktionary_matching_pos_uk_translation=>'вида́тний';reverse='visible';lex=0.353;candDef=0.260;revDef=0.349;decision=BLOCKED:candidate/reverse meaning does not align with exact Oxford definition (0.349) || Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate=>'дивовижний (примітка): незвичний або несподіваний спосіб, який змушує людей звертати увагу на';reverse='amazing (note): an unusual or unexpected way to make people pay attention';lex=0.150;candDef=0.812;revDef=0.696;decision=BLOCKED:low reverse lexical agreement 0.150 || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'надзвичайне';reverse='extraordinary';lex=0.261;candDef=0.320;revDef=0.366;decision=BLOCKED:low reverse lexical agreement 0.261	BLOCKED: low reverse lexical agreement 0.150; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='unusual or surprising in a way that causes people to take notice'; candidate='дивовижний (примітка): незвичний або несподіваний спосіб, який змушує людей звертати увагу на'; reverse='amazing (note): an unusual or unexpected way to make people pay attention'; lexical=0.150; candidate_definition_similarity=0.812; reverse_definition_similarity=0.696; semantic=0.812.
ox5000-7d9c7f501d331eeb13b1	remarkably	adverb	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/remarkably	/us/definition/english/remarkably	in a way that is unusual or surprising and causes people to take notice	Дивовижно (клацання): у незвичний або несподіваний спосіб, що змушує людей звертати увагу на	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate=>'Дивовижно (клацання): у незвичний або несподіваний спосіб, що змушує людей звертати увагу на';reverse='Amazing (clicks): in an unusual or unexpected way that makes people pay attention';lex=0.136;candDef=0.767;revDef=0.620;decision=BLOCKED:low reverse lexical agreement 0.136 || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'Дивовижно';reverse='Amazing';lex=0.235;candDef=0.312;revDef=0.242;decision=BLOCKED:low reverse lexical agreement 0.235	BLOCKED: low reverse lexical agreement 0.136; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='in a way that is unusual or surprising and causes people to take notice'; candidate='Дивовижно (клацання): у незвичний або несподіваний спосіб, що змушує людей звертати увагу на'; reverse='Amazing (clicks): in an unusual or unexpected way that makes people pay attention'; lexical=0.136; candidate_definition_similarity=0.767; reverse_definition_similarity=0.620; semantic=0.767.
ox5000-7a422dddafa973b3ef5b	remedy	noun	C1	https://www.oxfordlearnersdictionaries.com/us/definition/english/remedy_1	/us/definition/english/remedy_1	a way of dealing with or improving an unpleasant or difficult situation	● (ніун): спосіб, яким можна справлятися з неприємними або важкими ситуаціями.	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate=>'● (ніун): спосіб, яким можна справлятися з неприємними або важкими ситуаціями.';reverse='● (Neun): A way to cope with unpleasant or difficult situations.';lex=0.062;candDef=0.838;revDef=0.797;decision=BLOCKED:low reverse lexical agreement 0.062 || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'ліки';reverse='medicine';lex=0.429;candDef=0.332;revDef=0.303;decision=BLOCKED:candidate/reverse meaning does not align with exact Oxford definition (0.332)	BLOCKED: low reverse lexical agreement 0.062; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='a way of dealing with or improving an unpleasant or difficult situation'; candidate='● (ніун): спосіб, яким можна справлятися з неприємними або важкими ситуаціями.'; reverse='● (Neun): A way to cope with unpleasant or difficult situations.'; lexical=0.062; candidate_definition_similarity=0.838; reverse_definition_similarity=0.797; semantic=0.838.
ox5000-b3b931657b2f20d42654	removal	noun	C1	https://www.oxfordlearnersdictionaries.com/us/definition/english/removal	/us/definition/english/removal	the act of taking somebody/something away from a particular place	вилучення	Helsinki-NLP/opus-mt-en-uk_surface_candidate	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate=>'remove (noun): дія з вилучення когось/щось у певному місці';reverse='remove (noun): remove someone/ something at a certain location';lex=0.000;candDef=0.740;revDef=0.669;decision=BLOCKED:Latin-language residue remains || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'вилучення';reverse='delete';lex=0.308;candDef=0.346;revDef=0.347;decision=BLOCKED:candidate/reverse meaning does not align with exact Oxford definition (0.347)	BLOCKED: candidate/reverse meaning does not align with exact Oxford definition (0.347); method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='the act of taking somebody/something away from a particular place'; candidate='вилучення'; reverse='delete'; lexical=0.308; candidate_definition_similarity=0.346; reverse_definition_similarity=0.347; semantic=0.347.
ox5000-72494ae94d9b371b61d7	render	verb	C1	https://www.oxfordlearnersdictionaries.com/us/definition/english/render	/us/definition/english/render	to cause somebody/something to be in a particular state or condition	відре́ндерити	en_wiktionary_matching_pos_uk_translation	en_wiktionary_matching_pos_uk_translation=>'ре́ндерити';reverse='regrinders';lex=0.750;candDef=0.279;revDef=0.071;decision=BLOCKED:candidate/reverse meaning does not align with exact Oxford definition (0.279) || en_wiktionary_matching_pos_uk_translation=>'відре́ндерити';reverse='reproderts';lex=0.625;candDef=0.315;revDef=0.128;decision=BLOCKED:candidate/reverse meaning does not align with exact Oxford definition (0.315) || Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate=>'передавання (клацання): щоб змусити когось або щось бути у певному стані або умові';reverse='transfer: to force someone or something to be in a certain state or condition';lex=0.000;candDef=0.631;revDef=0.550;decision=BLOCKED:verb candidate is not an appropriate Ukrainian infinitive/verb phrase || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'показати';reverse='show';lex=0.000;candDef=0.286;revDef=0.206;decision=BLOCKED:low reverse lexical agreement 0.000	BLOCKED: candidate/reverse meaning does not align with exact Oxford definition (0.315); method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='to cause somebody/something to be in a particular state or condition'; candidate='відре́ндерити'; reverse='reproderts'; lexical=0.625; candidate_definition_similarity=0.315; reverse_definition_similarity=0.128; semantic=0.315.
ox5000-c38154f0b0dc7bc68cca	rental	noun	C1	https://www.oxfordlearnersdictionaries.com/us/definition/english/rental	/us/definition/english/rental	the amount of money that you pay to use something for a particular period of time	Оренда (нуун): сума грошей, яку ви платите, щоб використати їх на певний період часу.	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate=>'Оренда (нуун): сума грошей, яку ви платите, щоб використати їх на певний період часу.';reverse='Rent: The amount of money you pay to use for a period of time.';lex=0.152;candDef=0.556;revDef=0.517;decision=BLOCKED:low reverse lexical agreement 0.152 || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'Оренда';reverse='Rent';lex=1.000;candDef=0.143;revDef=0.168;decision=BLOCKED:candidate/reverse meaning does not align with exact Oxford definition (0.168)	BLOCKED: low reverse lexical agreement 0.152; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='the amount of money that you pay to use something for a particular period of time'; candidate='Оренда (нуун): сума грошей, яку ви платите, щоб використати їх на певний період часу.'; reverse='Rent: The amount of money you pay to use for a period of time.'; lexical=0.152; candidate_definition_similarity=0.556; reverse_definition_similarity=0.517; semantic=0.556.
ox5000-807618fb1ab06afab56f	reportedly	adverb	C1	https://www.oxfordlearnersdictionaries.com/us/definition/english/reportedly	/us/definition/english/reportedly	according to what some people say	кажуть	Helsinki-NLP/opus-mt-en-uk_surface_candidate	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate=>'так звані (словник): згідно з тим, що декотрі люди кажуть';reverse='so - called (word): According to what some people say';lex=0.241;candDef=0.730;revDef=0.654;decision=BLOCKED:low reverse lexical agreement 0.241 || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'кажуть';reverse='They say';lex=0.222;candDef=0.694;revDef=0.751;decision=BLOCKED:low reverse lexical agreement 0.222	BLOCKED: low reverse lexical agreement 0.222; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='according to what some people say'; candidate='кажуть'; reverse='They say'; lexical=0.222; candidate_definition_similarity=0.694; reverse_definition_similarity=0.751; semantic=0.751.
ox5000-c3bb081811e8ea86c41e	reproduce	verb	C1	https://www.oxfordlearnersdictionaries.com/us/definition/english/reproduce	/us/definition/english/reproduce	to make a copy of a picture, piece of text, etc.	відтворення (verboard): щоб зробити копію картинки, фрагмента тексту тощо.	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate=>'відтворення (verboard): щоб зробити копію картинки, фрагмента тексту тощо.';reverse='playing (verbboard): to make a copy of a picture, a piece of text, etc.';lex=0.000;candDef=0.866;revDef=0.751;decision=BLOCKED:Latin-language residue remains || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'відтворення';reverse='playing';lex=0.000;candDef=0.372;revDef=0.037;decision=BLOCKED:verb candidate is not an appropriate Ukrainian infinitive/verb phrase	BLOCKED: Latin-language residue remains; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='to make a copy of a picture, piece of text, etc.'; candidate='відтворення (verboard): щоб зробити копію картинки, фрагмента тексту тощо.'; reverse='playing (verbboard): to make a copy of a picture, a piece of text, etc.'; lexical=0.000; candidate_definition_similarity=0.866; reverse_definition_similarity=0.751; semantic=0.000.
ox5000-e479fa4b3f34648974c8	resemble	verb	C1	https://www.oxfordlearnersdictionaries.com/us/definition/english/resemble	/us/definition/english/resemble	to look like or be similar to another person or thing	бу́ти [[схожий	en_wiktionary_matching_pos_uk_translation	en_wiktionary_matching_pos_uk_translation=>'бу́ти [[поді́бний';reverse='boi [[thym]';lex=0.125;candDef=0.242;revDef=0.182;decision=BLOCKED:low reverse lexical agreement 0.125 || en_wiktionary_matching_pos_uk_translation=>'бу́ти [[схожий';reverse='boʹte [similar]';lex=0.095;candDef=0.283;revDef=0.351;decision=BLOCKED:low reverse lexical agreement 0.095 || Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate=>'подібно (версія): виглядати або бути схожим на іншу особу або річ';reverse='similar (version): look or look like another person or thing';lex=0.000;candDef=0.914;revDef=0.869;decision=BLOCKED:verb candidate is not an appropriate Ukrainian infinitive/verb phrase || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'подібно';reverse='similar';lex=0.000;candDef=0.394;revDef=0.376;decision=BLOCKED:verb candidate is not an appropriate Ukrainian infinitive/verb phrase	BLOCKED: low reverse lexical agreement 0.095; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='to look like or be similar to another person or thing'; candidate='бу́ти [[схожий'; reverse='boʹte [similar]'; lexical=0.095; candidate_definition_similarity=0.283; reverse_definition_similarity=0.351; semantic=0.351.
ox5000-3e450a4dbd3782654ccb	reside	verb	C1	https://www.oxfordlearnersdictionaries.com/us/definition/english/reside	/us/definition/english/reside	to live in a particular place	прожива́ти	en_wiktionary_matching_pos_uk_translation	en_wiktionary_matching_pos_uk_translation=>'ме́шкати';reverse='Meshkats';lex=0.286;candDef=0.236;revDef=0.170;decision=BLOCKED:candidate/reverse meaning does not align with exact Oxford definition (0.236) || en_wiktionary_matching_pos_uk_translation=>'жи́ти';reverse='icʹ';lex=0.250;candDef=0.230;revDef=0.143;decision=BLOCKED:low reverse lexical agreement 0.250 || en_wiktionary_matching_pos_uk_translation=>'прожива́ти';reverse='Come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on';lex=0.020;candDef=0.508;revDef=0.045;decision=BLOCKED:low reverse lexical agreement 0.020 || Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate=>'location (verboard): щоб жити у певному місці';reverse='location (verbboard): to live in a specific location';lex=0.000;candDef=0.719;revDef=0.769;decision=BLOCKED:candidate is not predominantly Ukrainian || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'перебування';reverse='stay';lex=0.000;candDef=0.404;revDef=0.303;decision=BLOCKED:verb candidate is not an appropriate Ukrainian infinitive/verb phrase	BLOCKED: low reverse lexical agreement 0.020; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='to live in a particular place'; candidate='прожива́ти'; reverse='Come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on'; lexical=0.020; candidate_definition_similarity=0.508; reverse_definition_similarity=0.045; semantic=0.508.
ox5000-20a1f65811686513d9f4	resign	verb	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/resign	/us/definition/english/resign	to officially tell somebody that you are leaving your job, an organization, etc.	іти́ у [[відставка	en_wiktionary_matching_pos_uk_translation	en_wiktionary_matching_pos_uk_translation=>'іти́ у [[відставка';reverse='go to [[resource]';lex=0.000;candDef=0.206;revDef=0.189;decision=BLOCKED:verb candidate is not an appropriate Ukrainian infinitive/verb phrase || en_wiktionary_matching_pos_uk_translation=>'піти́ у [[відставка';reverse='go to [resistance]';lex=0.000;candDef=0.219;revDef=0.213;decision=BLOCKED:verb candidate is not an appropriate Ukrainian infinitive/verb phrase || Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate=>'відмова (версія): офіційно повідомити комусь, що ви полишили роботу, організацію тощо.';reverse='refusal: Officially inform someone that you have quit your job, your organization, etc.';lex=0.000;candDef=0.867;revDef=0.754;decision=BLOCKED:verb candidate is not an appropriate Ukrainian infinitive/verb phrase || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'здача';reverse='change';lex=0.000;candDef=0.216;revDef=0.226;decision=BLOCKED:verb candidate is not an appropriate Ukrainian infinitive/verb phrase	BLOCKED: verb candidate is not an appropriate Ukrainian infinitive/verb phrase; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='to officially tell somebody that you are leaving your job, an organization, etc.'; candidate='іти́ у [[відставка'; reverse='go to [[resource]'; lexical=0.000; candidate_definition_similarity=0.206; reverse_definition_similarity=0.189; semantic=0.000.
ox5000-0025be25ef16855099a4	respective	adjective	C1	https://www.oxfordlearnersdictionaries.com/us/definition/english/respective	/us/definition/english/respective	belonging or relating separately to each of the people or things already mentioned	відповідні (примітка): належать або пов' язуються окремо з кожним з цих людей або з тим, що вже згадано	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	"en_wiktionary_matching_pos_uk_translation=>'відпові́дний';reverse='reply';lex=0.400;candDef=0.374;revDef=0.334;decision=BLOCKED:candidate/reverse meaning does not align with exact Oxford definition (0.374) || Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate=>""відповідні (примітка): належать або пов' язуються окремо з кожним з цих людей або з тим, що вже згадано"";reverse='appropriate (note): either associate with each of these people or with what is already mentioned';lex=0.117;candDef=0.806;revDef=0.736;decision=BLOCKED:low reverse lexical agreement 0.117 || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'відповідно';reverse='appropriate';lex=0.000;candDef=0.387;revDef=0.285;decision=BLOCKED:adjective candidate has no plausible Ukrainian adjective morphology"	"BLOCKED: low reverse lexical agreement 0.117; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='belonging or relating separately to each of the people or things already mentioned'; candidate=""відповідні (примітка): належать або пов' язуються окремо з кожним з цих людей або з тим, що вже згадано""; reverse='appropriate (note): either associate with each of these people or with what is already mentioned'; lexical=0.117; candidate_definition_similarity=0.806; reverse_definition_similarity=0.736; semantic=0.806."
ox5000-889a381eef3e62e7724c	resume	verb	C1	https://www.oxfordlearnersdictionaries.com/us/definition/english/resume_1	/us/definition/english/resume_1	if you resume an activity, or if it resumes , it begins again or continues after being interrupted	поновлювати (клацання): якщо ви продовжите діяльність, або, якщо вона продовжить, вона починатиметься знову або продовжуватиметься після переривання	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate=>'поновлювати (клацання): якщо ви продовжите діяльність, або, якщо вона продовжить, вона починатиметься знову або продовжуватиметься після переривання';reverse='refresh (click): If you continue, or if it continues, it will start again or continue after the interrupt';lex=0.094;candDef=0.783;revDef=0.804;decision=BLOCKED:low reverse lexical agreement 0.094 || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'refresh';reverse='refresh';lex=0.000;candDef=0.445;revDef=0.445;decision=BLOCKED:candidate is not predominantly Ukrainian	BLOCKED: low reverse lexical agreement 0.094; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='if you resume an activity, or if it resumes , it begins again or continues after being interrupted'; candidate='поновлювати (клацання): якщо ви продовжите діяльність, або, якщо вона продовжить, вона починатиметься знову або продовжуватиметься після переривання'; reverse='refresh (click): If you continue, or if it continues, it will start again or continue after the interrupt'; lexical=0.094; candidate_definition_similarity=0.783; reverse_definition_similarity=0.804; semantic=0.804.
ox5000-4624f0a076289b652979	retail	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/retail_1	/us/definition/english/retail_1	the selling of goods to the public, usually through shops	Торгівля (ноун): продаж товарів для широкого загалу, зазвичай через магазини.	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	en_wiktionary_matching_pos_uk_translation=>'ро́здріб';reverse='toil';lex=0.600;candDef=0.173;revDef=0.195;decision=BLOCKED:candidate/reverse meaning does not align with exact Oxford definition (0.195) || Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate=>'Торгівля (ноун): продаж товарів для широкого загалу, зазвичай через магазини.';reverse='Trade: Sales of goods to the public, usually through stores';lex=0.063;candDef=0.850;revDef=0.912;decision=BLOCKED:low reverse lexical agreement 0.063 || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'Роздрібна';reverse='Distributing';lex=0.333;candDef=0.265;revDef=0.353;decision=BLOCKED:candidate/reverse meaning does not align with exact Oxford definition (0.353)	BLOCKED: low reverse lexical agreement 0.063; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='the selling of goods to the public, usually through shops'; candidate='Торгівля (ноун): продаж товарів для широкого загалу, зазвичай через магазини.'; reverse='Trade: Sales of goods to the public, usually through stores'; lexical=0.063; candidate_definition_similarity=0.850; reverse_definition_similarity=0.912; semantic=0.912.
ox5000-8e4c7fdab2a371068a91	retreat	verb	C1	https://www.oxfordlearnersdictionaries.com/us/definition/english/retreat_2	/us/definition/english/retreat_2	to move away from a place or an enemy because you are in danger or because you have been defeated	відступа́ти	en_wiktionary_matching_pos_uk_translation	en_wiktionary_matching_pos_uk_translation=>'відступа́ти';reverse='Instinct';lex=0.267;candDef=0.537;revDef=0.295;decision=BLOCKED:low reverse lexical agreement 0.267 || en_wiktionary_matching_pos_uk_translation=>'відступи́ти';reverse='Instinct';lex=0.267;candDef=0.528;revDef=0.295;decision=BLOCKED:low reverse lexical agreement 0.267 || Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate=>'remove (verb): перейти з якогось місця або ворога через те, що ви у небезпеці або через те, що зазнали поразки';reverse='remove (verb): move from some place or enemy because you are in danger or because you have been defeated';lex=0.000;candDef=0.820;revDef=0.864;decision=BLOCKED:Latin-language residue remains || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'remove';reverse='remove';lex=0.000;candDef=0.288;revDef=0.288;decision=BLOCKED:candidate is not predominantly Ukrainian	BLOCKED: low reverse lexical agreement 0.267; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='to move away from a place or an enemy because you are in danger or because you have been defeated'; candidate='відступа́ти'; reverse='Instinct'; lexical=0.267; candidate_definition_similarity=0.537; reverse_definition_similarity=0.295; semantic=0.537.
ox5000-a3bdd3de0b78cccadf30	revenue	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/revenue	/us/definition/english/revenue	the money that a government receives from taxes or that an organization, etc. receives from its business	Доходи (ніун): гроші, які уряд отримує від податків або організації, і т. д. отримують від свого бізнесу.	Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	en_wiktionary_matching_pos_uk_translation=>'прибу́ток';reverse='Arrival';lex=0.286;candDef=0.047;revDef=0.074;decision=BLOCKED:candidate/reverse meaning does not align with exact Oxford definition (0.074) || en_wiktionary_matching_pos_uk_translation=>'дохі́д';reverse='bhidhdhdh';lex=0.000;candDef=0.092;revDef=-0.049;decision=BLOCKED:low reverse lexical agreement 0.000 || en_wiktionary_matching_pos_uk_translation=>'ви́торг';reverse='duel';lex=0.364;candDef=0.047;revDef=-0.120;decision=BLOCKED:candidate/reverse meaning does not align with exact Oxford definition (0.047) || Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate=>'Доходи (ніун): гроші, які уряд отримує від податків або організації, і т. д. отримують від свого бізнесу.';reverse='Income (Nun): The money the government gets from taxes or organizations, etc. it gets from its business.';lex=0.114;candDef=0.884;revDef=0.888;decision=BLOCKED:low reverse lexical agreement 0.114 || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'Прибуток';reverse='Income';lex=0.154;candDef=0.041;revDef=0.502;decision=BLOCKED:low reverse lexical agreement 0.154	BLOCKED: low reverse lexical agreement 0.114; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='the money that a government receives from taxes or that an organization, etc. receives from its business'; candidate='Доходи (ніун): гроші, які уряд отримує від податків або організації, і т. д. отримують від свого бізнесу.'; reverse='Income (Nun): The money the government gets from taxes or organizations, etc. it gets from its business.'; lexical=0.114; candidate_definition_similarity=0.884; reverse_definition_similarity=0.888; semantic=0.888.
