entry_id	source	part_of_speech	level	official_source	definition_path	exact_definition	selected_candidate	selected_candidate_method	sense_source	sense_gloss	sense_alignment	morphology_evidence	candidate_history	reason
ox5000-e74afd4a21b32dd7948a	forbid	verb	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/forbid	/us/definition/english/forbid	to order somebody not to do something; to order that something must not be done	заборони́ти	en_wiktionary_sense_bound_uk_translation	English Wiktionary	to disallow	gloss_definition_similarity=0.550; lexical_overlap=0	multiword lexical phrase; V4 lexical/POS form accepted	en_wiktionary_sense_bound_uk_translation=>'забороня́ти';sense_gloss='to disallow';reverse='Bans';glossDef=0.550;candDef=0.507;revDef=0.353;lex=0.200;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:semantic role mismatch: Oxford definition requires person, reverse candidate looks generic || en_wiktionary_sense_bound_uk_translation=>'заборони́ти';sense_gloss='to disallow';reverse='bans';glossDef=0.550;candDef=0.505;revDef=0.367;lex=0.200;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:semantic role mismatch: Oxford definition requires person, reverse candidate looks generic || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'забороняти';sense_gloss='';reverse='deny';glossDef=1.000;candDef=0.511;revDef=0.370;lex=0.200;morph=pymorphy3 uk canonical form retained; tag=VERB,impf infn; score=1.0000;decision=BLOCKED:semantic role mismatch: Oxford definition requires person, reverse candidate looks generic	BLOCKED V5: semantic role mismatch: Oxford definition requires person, reverse candidate looks generic; exact Oxford definition='to order somebody not to do something; to order that something must not be done'.
ox5000-8f0a5905b743e6145587	forecast	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/forecast_1	/us/definition/english/forecast_1	a statement about what will happen in the future, based on information that is available now	прогноз	Helsinki-NLP/opus-mt-en-uk_surface_candidate			gloss_definition_similarity=1.000; lexical_overlap=0	pymorphy3 uk canonical lemma PASS; tag=NOUN,inan masc,nomn; score=1.0000	Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'прогноз';sense_gloss='';reverse='forecast';glossDef=1.000;candDef=0.487;revDef=0.456;lex=1.000;morph=pymorphy3 uk canonical form retained; tag=NOUN,inan masc,nomn; score=1.0000;decision=BLOCKED:surface MT is candidate generation only; no independent sense-specific bilingual confirmation for this lexical value	BLOCKED V5: surface MT is candidate generation only; no independent sense-specific bilingual confirmation for this lexical value; exact Oxford definition='a statement about what will happen in the future, based on information that is available now'.
ox5000-3a0f5941248926ec1d37	forecast	verb	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/forecast_2	/us/definition/english/forecast_2	to say what you think will happen in the future based on information that you have now	прогноз	Helsinki-NLP/opus-mt-en-uk_surface_candidate			gloss_definition_similarity=1.000; lexical_overlap=0	pymorphy3 uk has no requested-POS parse for 'прогноз'	Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'прогноз';sense_gloss='';reverse='forecast';glossDef=1.000;candDef=0.457;revDef=0.426;lex=1.000;morph=no Ukrainian morphology parse matching requested POS;decision=BLOCKED:verb candidate is not an appropriate Ukrainian infinitive/verb phrase	BLOCKED V5: verb candidate is not an appropriate Ukrainian infinitive/verb phrase; exact Oxford definition='to say what you think will happen in the future based on information that you have now'.
ox5000-727991f6048fe8ce77d0	foreigner	noun	C1	https://www.oxfordlearnersdictionaries.com/us/definition/english/foreigner	/us/definition/english/foreigner	a person who comes from a different country	чужозе́мець	en_wiktionary_sense_bound_uk_translation	English Wiktionary	person in a foreign land	gloss_definition_similarity=0.807; lexical_overlap=0	multiword lexical phrase; V4 lexical/POS form accepted	en_wiktionary_sense_bound_uk_translation=>'інозе́мець';sense_gloss='person in a foreign land';reverse='innocémic';glossDef=0.807;candDef=0.482;revDef=0.178;lex=0.222;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:semantic role mismatch: Oxford definition requires person, reverse candidate looks generic || en_wiktionary_sense_bound_uk_translation=>'інозе́мка';sense_gloss='person in a foreign land';reverse='innozeʹka';glossDef=0.807;candDef=0.436;revDef=0.290;lex=0.222;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:semantic role mismatch: Oxford definition requires person, reverse candidate looks generic || en_wiktionary_sense_bound_uk_translation=>'чужозе́мець';sense_gloss='person in a foreign land';reverse='foreign';glossDef=0.807;candDef=0.516;revDef=0.635;lex=1.000;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:semantic role mismatch: Oxford definition requires person, reverse candidate looks generic || en_wiktionary_sense_bound_uk_translation=>'чужозе́мка';sense_gloss='person in a foreign land';reverse='foreign';glossDef=0.807;candDef=0.475;revDef=0.635;lex=1.000;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:semantic role mismatch: Oxford definition requires person, reverse candidate looks generic || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'іноземець';sense_gloss='';reverse='foreign';glossDef=1.000;candDef=0.668;revDef=0.635;lex=1.000;morph=pymorphy3 uk canonical form retained; tag=NOUN,anim masc,nomn; score=1.0000;decision=BLOCKED:semantic role mismatch: Oxford definition requires person, reverse candidate looks generic	BLOCKED V5: semantic role mismatch: Oxford definition requires person, reverse candidate looks generic; exact Oxford definition='a person who comes from a different country'.
ox5000-0ca7565db377e67a8c2c	format	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/format_1	/us/definition/english/format_1	the general arrangement, plan, design, etc. of something	формат	Helsinki-NLP/opus-mt-en-uk_surface_candidate			gloss_definition_similarity=1.000; lexical_overlap=0	pymorphy3 uk canonical lemma PASS; tag=NOUN,inan masc,nomn; score=1.0000	Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'формат';sense_gloss='';reverse='format';glossDef=1.000;candDef=0.326;revDef=0.328;lex=1.000;morph=pymorphy3 uk canonical form retained; tag=NOUN,inan masc,nomn; score=1.0000;decision=BLOCKED:surface MT is candidate generation only; no independent sense-specific bilingual confirmation for this lexical value	BLOCKED V5: surface MT is candidate generation only; no independent sense-specific bilingual confirmation for this lexical value; exact Oxford definition='the general arrangement, plan, design, etc. of something'.
ox5000-44a935daea3b2b80e426	formation	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/formation	/us/definition/english/formation	the action of forming something; the process of being formed	формування	Helsinki-NLP/opus-mt-en-uk_surface_candidate			gloss_definition_similarity=1.000; lexical_overlap=0	pymorphy3 uk canonical lemma PASS; tag=NOUN,inan neut,nomn; score=1.0000	Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'формування';sense_gloss='';reverse='molding';glossDef=1.000;candDef=0.692;revDef=0.373;lex=0.375;morph=pymorphy3 uk canonical form retained; tag=NOUN,inan neut,nomn; score=1.0000;decision=BLOCKED:surface MT is candidate generation only; no independent sense-specific bilingual confirmation for this lexical value	BLOCKED V5: surface MT is candidate generation only; no independent sense-specific bilingual confirmation for this lexical value; exact Oxford definition='the action of forming something; the process of being formed'.
ox5000-364abe382625d64bbd07	formerly	adverb	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/formerly	/us/definition/english/formerly	in the past	Раніше	Helsinki-NLP/opus-mt-en-uk_surface_candidate			gloss_definition_similarity=1.000; lexical_overlap=0	pymorphy3 uk canonical lemma PASS; tag=ADVB; score=1.0000	Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'Раніше';sense_gloss='';reverse='Earlier';glossDef=1.000;candDef=0.866;revDef=0.754;lex=0.400;morph=pymorphy3 uk canonical form retained; tag=ADVB; score=1.0000;decision=BLOCKED:surface MT is candidate generation only; no independent sense-specific bilingual confirmation for this lexical value	BLOCKED V5: surface MT is candidate generation only; no independent sense-specific bilingual confirmation for this lexical value; exact Oxford definition='in the past'.
ox5000-99537d5150d0cdb742b2	formula	noun	C1	https://www.oxfordlearnersdictionaries.com/us/definition/english/formula	/us/definition/english/formula	a series of letters, numbers or symbols that represent a rule or law	фо́рмула	en_wiktionary_sense_bound_uk_translation	English Wiktionary	in mathematics	gloss_definition_similarity=0.461; lexical_overlap=0	multiword lexical phrase; V4 lexical/POS form accepted	en_wiktionary_sense_bound_uk_translation=>'фо́рмула';sense_gloss='in mathematics';reverse='Fórmula';glossDef=0.461;candDef=0.398;revDef=0.429;lex=0.857;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:sense-specific Wiktionary gloss does not align with exact Oxford definition; gloss_similarity=0.461; lexical_overlap=0 || en_wiktionary_sense_bound_uk_translation=>'фо́рмула';sense_gloss='in chemistry';reverse='Fórmula';glossDef=0.245;candDef=0.398;revDef=0.429;lex=0.857;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:sense-specific Wiktionary gloss does not align with exact Oxford definition; gloss_similarity=0.245; lexical_overlap=0 || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'формула';sense_gloss='';reverse='formula';glossDef=1.000;candDef=0.500;revDef=0.449;lex=1.000;morph=pymorphy3 uk canonical form retained; tag=NOUN,inan femn,nomn; score=1.0000;decision=BLOCKED:surface MT is candidate generation only; no independent sense-specific bilingual confirmation for this lexical value	BLOCKED V5: sense-specific Wiktionary gloss does not align with exact Oxford definition; gloss_similarity=0.461; lexical_overlap=0; exact Oxford definition='a series of letters, numbers or symbols that represent a rule or law'.
ox5000-9f9486a0d8382b5782ea	fortunate	adjective	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/fortunate	/us/definition/english/fortunate	having or bringing an advantage, an opportunity, a piece of good luck, etc.	щастило	Helsinki-NLP/opus-mt-en-uk_surface_candidate			gloss_definition_similarity=1.000; lexical_overlap=0	pymorphy3 uk has no requested-POS parse for 'щастило'	Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'щастило';sense_gloss='';reverse='lucky';glossDef=1.000;candDef=0.474;revDef=0.531;lex=0.143;morph=no Ukrainian morphology parse matching requested POS;decision=BLOCKED:adjective candidate has no plausible Ukrainian adjective morphology	BLOCKED V5: adjective candidate has no plausible Ukrainian adjective morphology; exact Oxford definition='having or bringing an advantage, an opportunity, a piece of good luck, etc.'.
ox5000-51f9239c5d82f1daf597	forum	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/forum	/us/definition/english/forum	an event or medium where people can exchange opinions and ideas on a particular issue; a meeting organized for this purpose	фо́рум	en_wiktionary_sense_bound_uk_translation	English Wiktionary	place for discussion	gloss_definition_similarity=0.649; lexical_overlap=0	multiword lexical phrase; V4 lexical/POS form accepted	en_wiktionary_sense_bound_uk_translation=>'фо́рум';sense_gloss='place for discussion';reverse='Phoʹrum';glossDef=0.649;candDef=0.232;revDef=0.056;lex=0.667;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:semantic role mismatch: Oxford definition requires event, reverse candidate looks generic || en_wiktionary_sense_bound_uk_translation=>'фо́рум';sense_gloss='Internet message board';reverse='Phoʹrum';glossDef=0.234;candDef=0.232;revDef=0.056;lex=0.667;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:semantic role mismatch: Oxford definition requires event, reverse candidate looks generic || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'форум';sense_gloss='';reverse='Forum';glossDef=1.000;candDef=0.520;revDef=0.542;lex=1.000;morph=pymorphy3 uk canonical form retained; tag=NOUN,inan masc,nomn; score=1.0000;decision=BLOCKED:surface MT is candidate generation only; no independent sense-specific bilingual confirmation for this lexical value	BLOCKED V5: semantic role mismatch: Oxford definition requires event, reverse candidate looks generic; exact Oxford definition='an event or medium where people can exchange opinions and ideas on a particular issue; a meeting organized for this purpose'.
ox5000-3826a189ea9ac3d0931e	foundation	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/foundation	/us/definition/english/foundation	a principle, an idea or a fact that something is based on and that it grows from	фунда́мент	en_wiktionary_sense_bound_uk_translation	English Wiktionary	that upon which anything is founded	gloss_definition_similarity=0.601; lexical_overlap=0	multiword lexical phrase; V4 lexical/POS form accepted	en_wiktionary_sense_bound_uk_translation=>'заснува́ння';sense_gloss='act of founding';reverse='Inflammation';glossDef=0.400;candDef=0.303;revDef=0.011;lex=0.545;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:sense-specific Wiktionary gloss does not align with exact Oxford definition; gloss_similarity=0.400; lexical_overlap=0 || en_wiktionary_sense_bound_uk_translation=>'фунда́мент';sense_gloss='that upon which anything is founded';reverse='foundation';glossDef=0.601;candDef=0.431;revDef=0.313;lex=1.000;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:sense-specific Wiktionary gloss does not align with exact Oxford definition; gloss_similarity=0.601; lexical_overlap=0 || en_wiktionary_sense_bound_uk_translation=>'осно́ва';sense_gloss='that upon which anything is founded';reverse='osnoves';glossDef=0.601;candDef=0.194;revDef=0.334;lex=0.353;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:sense-specific Wiktionary gloss does not align with exact Oxford definition; gloss_similarity=0.601; lexical_overlap=0 || en_wiktionary_sense_bound_uk_translation=>'ба́зис';sense_gloss='that upon which anything is founded';reverse='bass';glossDef=0.601;candDef=0.167;revDef=0.065;lex=0.143;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:sense-specific Wiktionary gloss does not align with exact Oxford definition; gloss_similarity=0.601; lexical_overlap=0 || en_wiktionary_sense_bound_uk_translation=>'фонд';sense_gloss='endowed institution or charity';reverse='Fund';glossDef=0.263;candDef=0.180;revDef=0.096;lex=0.571;morph=pymorphy3 uk canonical form retained; tag=NOUN,inan masc,nomn; score=1.0000;decision=BLOCKED:sense-specific Wiktionary gloss does not align with exact Oxford definition; gloss_similarity=0.263; lexical_overlap=0 || en_wiktionary_sense_bound_uk_translation=>'фундація';sense_gloss='endowed institution or charity';reverse='Foundation';glossDef=0.263;candDef=0.308;revDef=0.322;lex=1.000;morph=pymorphy3 uk canonical form retained; tag=NOUN,inan femn,nomn; score=1.0000;decision=BLOCKED:sense-specific Wiktionary gloss does not align with exact Oxford definition; gloss_similarity=0.263; lexical_overlap=0 || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'база';sense_gloss='';reverse='foundation';glossDef=1.000;candDef=0.208;revDef=0.313;lex=1.000;morph=pymorphy3 uk canonical form retained; tag=NOUN,inan femn,nomn; score=1.0000;decision=BLOCKED:surface MT is candidate generation only; no independent sense-specific bilingual confirmation for this lexical value	BLOCKED V5: sense-specific Wiktionary gloss does not align with exact Oxford definition; gloss_similarity=0.601; lexical_overlap=0; exact Oxford definition='a principle, an idea or a fact that something is based on and that it grows from'.
ox5000-01eabf8856766ebc8e63	founder	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/founder_1	/us/definition/english/founder_1	a person who starts an organization, institution, etc. or causes something to be built	фунда́тор	en_wiktionary_sense_bound_uk_translation	English Wiktionary	one who founds, establishes, and erects; one who lays a foundation; an author	gloss_definition_similarity=0.614; lexical_overlap=0	multiword lexical phrase; V4 lexical/POS form accepted	en_wiktionary_sense_bound_uk_translation=>'засно́вник';sense_gloss='one who founds, establishes, and erects; one who lays a foundation; an author';reverse='drafter';glossDef=0.614;candDef=0.255;revDef=0.149;lex=0.429;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:sense-specific Wiktionary gloss does not align with exact Oxford definition; gloss_similarity=0.614; lexical_overlap=0 || en_wiktionary_sense_bound_uk_translation=>'засно́вниця';sense_gloss='one who founds, establishes, and erects; one who lays a foundation; an author';reverse='Strawberry';glossDef=0.614;candDef=0.192;revDef=0.004;lex=0.235;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:semantic role mismatch: Oxford definition requires person, reverse candidate looks generic || en_wiktionary_sense_bound_uk_translation=>'фунда́тор';sense_gloss='one who founds, establishes, and erects; one who lays a foundation; an author';reverse='flundator';glossDef=0.614;candDef=0.306;revDef=0.188;lex=0.625;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:sense-specific Wiktionary gloss does not align with exact Oxford definition; gloss_similarity=0.614; lexical_overlap=0 || en_wiktionary_sense_bound_uk_translation=>'фунда́торка';sense_gloss='one who founds, establishes, and erects; one who lays a foundation; an author';reverse='tradebook';glossDef=0.614;candDef=0.295;revDef=0.031;lex=0.250;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:semantic role mismatch: Oxford definition requires person, reverse candidate looks generic || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'засновник';sense_gloss='';reverse='founder';glossDef=1.000;candDef=0.530;revDef=0.515;lex=1.000;morph=pymorphy3 uk canonical form retained; tag=NOUN,anim masc,nomn; score=1.0000;decision=BLOCKED:surface MT is candidate generation only; no independent sense-specific bilingual confirmation for this lexical value	BLOCKED V5: sense-specific Wiktionary gloss does not align with exact Oxford definition; gloss_similarity=0.614; lexical_overlap=0; exact Oxford definition='a person who starts an organization, institution, etc. or causes something to be built'.
ox5000-1bc4348190f7b6ca8ea3	fraction	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/fraction	/us/definition/english/fraction	a small part or amount of something	части́на	en_wiktionary_sense_bound_uk_translation	English Wiktionary	part of a whole	gloss_definition_similarity=0.663; lexical_overlap=1	noun candidate is verbal	en_wiktionary_sense_bound_uk_translation=>'части́на';sense_gloss='part of a whole';reverse='particle';glossDef=0.663;candDef=0.663;revDef=0.342;lex=0.375;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:noun candidate is verbal || en_wiktionary_sense_bound_uk_translation=>'дріб';sense_gloss='arithmetic: ratio';reverse='fraction';glossDef=0.392;candDef=0.578;revDef=0.537;lex=1.000;morph=pymorphy3 uk canonical form retained; tag=NOUN,inan masc; score=1.0000;decision=BLOCKED:sense-specific Wiktionary gloss does not align with exact Oxford definition; gloss_similarity=0.392; lexical_overlap=0 || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'дріб';sense_gloss='';reverse='fraction';glossDef=1.000;candDef=0.578;revDef=0.537;lex=1.000;morph=pymorphy3 uk canonical form retained; tag=NOUN,inan masc; score=1.0000;decision=BLOCKED:surface MT is candidate generation only; no independent sense-specific bilingual confirmation for this lexical value	BLOCKED V5: noun candidate is verbal; exact Oxford definition='a small part or amount of something'.
ox5000-29bed3900aea762df21c	fragment	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/fragment_1	/us/definition/english/fragment_1	a small part of something that has broken off or comes from something larger	шмат	en_wiktionary_sense_bound_uk_translation	English Wiktionary	portion or segment of an object	gloss_definition_similarity=0.452; lexical_overlap=0	pymorphy3 uk canonical lemma PASS; tag=NOUN,inan masc,nomn; score=1.0000	en_wiktionary_sense_bound_uk_translation=>'шмат';sense_gloss='portion or segment of an object';reverse='chunk';glossDef=0.452;candDef=0.503;revDef=0.480;lex=0.154;morph=pymorphy3 uk canonical form retained; tag=NOUN,inan masc,nomn; score=1.0000;decision=BLOCKED:sense-specific Wiktionary gloss does not align with exact Oxford definition; gloss_similarity=0.452; lexical_overlap=0 || en_wiktionary_sense_bound_uk_translation=>'шмато́к';sense_gloss='portion or segment of an object';reverse='crrakek';glossDef=0.452;candDef=0.523;revDef=0.371;lex=0.400;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:sense-specific Wiktionary gloss does not align with exact Oxford definition; gloss_similarity=0.452; lexical_overlap=0 || en_wiktionary_sense_bound_uk_translation=>'кусо́к';sense_gloss='portion or segment of an object';reverse='Poof';glossDef=0.452;candDef=0.389;revDef=0.325;lex=0.167;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:sense-specific Wiktionary gloss does not align with exact Oxford definition; gloss_similarity=0.452; lexical_overlap=0 || en_wiktionary_sense_bound_uk_translation=>'ку́сень';sense_gloss='portion or segment of an object';reverse='Ostrich';glossDef=0.452;candDef=0.372;revDef=0.162;lex=0.133;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:sense-specific Wiktionary gloss does not align with exact Oxford definition; gloss_similarity=0.452; lexical_overlap=0 || en_wiktionary_sense_bound_uk_translation=>'фрагме́нт';sense_gloss='portion or segment of an object';reverse='Fragmeth';glossDef=0.452;candDef=0.412;revDef=0.272;lex=0.875;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:sense-specific Wiktionary gloss does not align with exact Oxford definition; gloss_similarity=0.452; lexical_overlap=0 || en_wiktionary_sense_bound_uk_translation=>'ула́мок';sense_gloss='portion or segment of an object';reverse='Ulak';glossDef=0.452;candDef=0.418;revDef=0.195;lex=0.167;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:sense-specific Wiktionary gloss does not align with exact Oxford definition; gloss_similarity=0.452; lexical_overlap=0 || en_wiktionary_sense_bound_uk_translation=>'фрагме́нт';sense_gloss='grammar: a sentence';reverse='Fragmeth';glossDef=0.297;candDef=0.412;revDef=0.272;lex=0.875;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:sense-specific Wiktionary gloss does not align with exact Oxford definition; gloss_similarity=0.297; lexical_overlap=0 || en_wiktionary_sense_bound_uk_translation=>'ури́вок';sense_gloss='grammar: a sentence';reverse='boobs';glossDef=0.297;candDef=0.355;revDef=0.217;lex=0.000;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:sense-specific Wiktionary gloss does not align with exact Oxford definition; gloss_similarity=0.297; lexical_overlap=0 || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'фрагмент';sense_gloss='';reverse='fragment';glossDef=1.000;candDef=0.485;revDef=0.448;lex=1.000;morph=pymorphy3 uk canonical form retained; tag=NOUN,inan masc,nomn; score=1.0000;decision=BLOCKED:surface MT is candidate generation only; no independent sense-specific bilingual confirmation for this lexical value	BLOCKED V5: sense-specific Wiktionary gloss does not align with exact Oxford definition; gloss_similarity=0.452; lexical_overlap=0; exact Oxford definition='a small part of something that has broken off or comes from something larger'.
ox5000-8eb2e0b61582abcd29fd	framework	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/framework	/us/definition/english/framework	the parts of a building or an object that support its weight and give it shape	оболонка	Helsinki-NLP/opus-mt-en-uk_surface_candidate			gloss_definition_similarity=1.000; lexical_overlap=0	pymorphy3 uk canonical lemma PASS; tag=NOUN,inan femn,nomn; score=1.0000	Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'оболонка';sense_gloss='';reverse='shell';glossDef=1.000;candDef=0.355;revDef=0.009;lex=0.143;morph=pymorphy3 uk canonical form retained; tag=NOUN,inan femn,nomn; score=1.0000;decision=BLOCKED:semantic role mismatch: Oxford definition requires place, reverse candidate looks generic	BLOCKED V5: semantic role mismatch: Oxford definition requires place, reverse candidate looks generic; exact Oxford definition='the parts of a building or an object that support its weight and give it shape'.
ox5000-d11ee536f206623dd9f9	fraud	noun	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/fraud	/us/definition/english/fraud	the crime of cheating somebody in order to get money or goods illegally	шахра́й	en_wiktionary_sense_bound_uk_translation	English Wiktionary	one who performs fraud	gloss_definition_similarity=0.599; lexical_overlap=0	multiword lexical phrase; V4 lexical/POS form accepted	en_wiktionary_sense_bound_uk_translation=>'шахра́йство';sense_gloss='act of deception';reverse='cheating';glossDef=0.589;candDef=0.656;revDef=0.621;lex=0.154;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:semantic role mismatch: Oxford definition requires person, reverse candidate looks process || en_wiktionary_sense_bound_uk_translation=>'шахра́й';sense_gloss='one who performs fraud';reverse='duhkoi';glossDef=0.599;candDef=0.465;revDef=0.053;lex=0.182;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:semantic role mismatch: Oxford definition requires person, reverse candidate looks generic || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'шахрайство';sense_gloss='';reverse='fraud';glossDef=1.000;candDef=0.665;revDef=0.637;lex=1.000;morph=pymorphy3 uk canonical form retained; tag=NOUN,inan neut,nomn; score=1.0000;decision=BLOCKED:Oxford definition requires person role but source/reverse role is not independently person-like (fraud)	BLOCKED V5: semantic role mismatch: Oxford definition requires person, reverse candidate looks generic; exact Oxford definition='the crime of cheating somebody in order to get money or goods illegally'.
ox5000-a2f3332e44595061040d	freely	adverb	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/freely	/us/definition/english/freely	without anyone trying to prevent or control something	ві́льно	en_wiktionary_sense_bound_uk_translation	English Wiktionary	1. in a free manner	gloss_definition_similarity=0.406; lexical_overlap=0	multiword adverb candidate is not an adverbial phrase	en_wiktionary_sense_bound_uk_translation=>'ві́льно';sense_gloss='1. in a free manner';reverse='heavy';glossDef=0.406;candDef=0.217;revDef=-0.004;lex=0.364;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:multiword adverb candidate is not an adverbial phrase || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'вільно';sense_gloss='';reverse='free';glossDef=1.000;candDef=0.262;revDef=0.309;lex=1.000;morph=pymorphy3 uk canonical form retained; tag=ADVB,compb; score=1.0000;decision=BLOCKED:surface MT is candidate generation only; no independent sense-specific bilingual confirmation for this lexical value	BLOCKED V5: multiword adverb candidate is not an adverbial phrase; exact Oxford definition='without anyone trying to prevent or control something'.
ox5000-af3d7f706d9de6258253	frequent	adjective	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/frequent_1	/us/definition/english/frequent_1	happening or doing something often	ча́стий	en_wiktionary_sense_bound_uk_translation	English Wiktionary	done or occurring often	gloss_definition_similarity=0.877; lexical_overlap=1	multiword lexical phrase; V4 lexical/POS form accepted	en_wiktionary_sense_bound_uk_translation=>'ча́стий';sense_gloss='done or occurring often';reverse='green';glossDef=0.877;candDef=0.313;revDef=0.159;lex=0.615;morph=multiword value retained; no silent token-level lemma rewrite;decision=BLOCKED:candidate has contradictory definition support despite sense-bound source || Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'часто';sense_gloss='';reverse='often';glossDef=1.000;candDef=0.697;revDef=0.695;lex=0.462;morph=no Ukrainian morphology parse matching requested POS;decision=BLOCKED:adjective candidate has no plausible Ukrainian adjective morphology	BLOCKED V5: candidate has contradictory definition support despite sense-bound source; exact Oxford definition='happening or doing something often'.
ox5000-7d8f5e0b4363007ea90f	fulfil	verb	B2	https://www.oxfordlearnersdictionaries.com/us/definition/english/fulfil	/us/definition/english/fulfil	to do or achieve what was hoped for or expected	Задоволення	Helsinki-NLP/opus-mt-en-uk_surface_candidate			gloss_definition_similarity=1.000; lexical_overlap=0	pymorphy3 uk has no requested-POS parse for 'Задоволення'	Helsinki-NLP/opus-mt-en-uk_surface_candidate=>'Задоволення';sense_gloss='';reverse='Satisfaction';glossDef=1.000;candDef=0.304;revDef=0.357;lex=0.222;morph=no Ukrainian morphology parse matching requested POS;decision=BLOCKED:verb candidate is not an appropriate Ukrainian infinitive/verb phrase	BLOCKED V5: verb candidate is not an appropriate Ukrainian infinitive/verb phrase; exact Oxford definition='to do or achieve what was hoped for or expected'.
