entry_id	source	part_of_speech	level	ukrainian	status	manual_emergency_first_pass_run_id	manual_emergency_second_pass_run_id	source_check	qa_reason
ox5000-4d721e65830d97429964	disturb	verb	B2	турбувати (клацання): перервати роботу, сон тощо.	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=1574; definition_path=/us/definition/english/disturb; stable_id=PASS; exact_definition='to interrupt somebody when they are trying to work, sleep, etc.'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='to interrupt somebody when they are trying to work, sleep, etc.'; candidate='турбувати (клацання): перервати роботу, сон тощо.'; reverse='disturb (click): abort work, sleep, etc.'; lexical=1.000; candidate_definition_similarity=0.699; reverse_definition_similarity=0.625; semantic=0.699; POS/language checks PASS.
ox5000-ed14861541109f849043	dive	noun	B2	пірнання	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=1576; definition_path=/us/definition/english/dive_2; stable_id=PASS; exact_definition='a jump into deep water with your head first and your arms in front of you'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate	PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='a jump into deep water with your head first and your arms in front of you'; candidate='пірнання'; reverse='dive'; lexical=1.000; candidate_definition_similarity=0.295; reverse_definition_similarity=0.650; semantic=0.650; POS/language checks PASS.
ox5000-75ddd65afc704f846e0d	diverse	adjective	B2	різноманітне	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=1578; definition_path=/us/definition/english/diverse; stable_id=PASS; exact_definition='very different from each other and of various kinds'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate	PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='very different from each other and of various kinds'; candidate='різноманітне'; reverse='various'; lexical=0.286; candidate_definition_similarity=0.542; reverse_definition_similarity=0.471; semantic=0.542; POS/language checks PASS.
ox5000-78eb3d58aa21dba7fa05	divorce	noun	B2	розлучення (ноун): законне закінчення шлюбу	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=1585; definition_path=/us/definition/english/divorce_1; stable_id=PASS; exact_definition='the legal ending of a marriage'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='the legal ending of a marriage'; candidate='розлучення (ноун): законне закінчення шлюбу'; reverse='divorce (none): A legal end to marriage'; lexical=1.000; candidate_definition_similarity=0.860; reverse_definition_similarity=0.816; semantic=0.860; POS/language checks PASS.
ox5000-b660b49beb0bdf43c376	divorce	verb	B2	розлуча́тися	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=1586; definition_path=/us/definition/english/divorce_2; stable_id=PASS; exact_definition='to end your marriage to somebody legally'; selected_candidate_method=en_wiktionary_matching_pos_uk_translation	PASS: source-grounded second pass; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='to end your marriage to somebody legally'; candidate='розлуча́тися'; reverse='Divorce'; lexical=1.000; candidate_definition_similarity=0.592; reverse_definition_similarity=0.550; semantic=0.592; POS/language checks PASS.
ox5000-55e604d6e26994b92541	dominant	adjective	B2	домінантний (підприємець): важливіший, потужніший або простий для позначення, ніж інші речі	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=1601; definition_path=/us/definition/english/dominant; stable_id=PASS; exact_definition='more important, powerful or easy to notice than other things'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='more important, powerful or easy to notice than other things'; candidate='домінантний (підприємець): важливіший, потужніший або простий для позначення, ніж інші речі'; reverse='dominant: more important, more powerful or simple to be marked than other things'; lexical=1.000; candidate_definition_similarity=0.738; reverse_definition_similarity=0.684; semantic=0.738; POS/language checks PASS.
ox5000-33b32b3d1d0304f7c6cf	donation	noun	B2	Пожертва	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=1604; definition_path=/us/definition/english/donation; stable_id=PASS; exact_definition='something that is given to a person or an organization such as a charity, in order to help them; the act of giving something in this way'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate	PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='something that is given to a person or an organization such as a charity, in order to help them; the act of giving something in this way'; candidate='Пожертва'; reverse='Donations'; lexical=1.000; candidate_definition_similarity=0.662; reverse_definition_similarity=0.641; semantic=0.662; POS/language checks PASS.
ox5000-d5832386f841cb656fdd	dot	noun	B2	дот	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=1608; definition_path=/us/definition/english/dot_1; stable_id=PASS; exact_definition='a small round mark, especially one that is printed'; selected_candidate_method=en_wiktionary_matching_pos_uk_translation	PASS: source-grounded second pass; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='a small round mark, especially one that is printed'; candidate='дот'; reverse='tot'; lexical=0.667; candidate_definition_similarity=0.501; reverse_definition_similarity=0.278; semantic=0.501; POS/language checks PASS.
ox5000-b43793232b19c48ccb87	downtown	adverb	B2	В центрі міста або в центрі, особливо в його головній діловій зоні.	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=1623; definition_path=/us/definition/english/downtown_1; stable_id=PASS; exact_definition='in or towards the centre of a city, especially its main business area'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='in or towards the centre of a city, especially its main business area'; candidate='В центрі міста або в центрі, особливо в його головній діловій зоні.'; reverse='In the middle of the city or downtown, especially in its main business zone.'; lexical=1.000; candidate_definition_similarity=0.917; reverse_definition_similarity=0.860; semantic=0.917; POS/language checks PASS.
ox5000-ec48035f7d2c76a494d0	downtown	noun	B2	центр	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=1624; definition_path=/us/definition/english/downtown_3; stable_id=PASS; exact_definition='the centre of a city, especially its main business area'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate	PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='the centre of a city, especially its main business area'; candidate='центр'; reverse='center'; lexical=0.286; candidate_definition_similarity=0.474; reverse_definition_similarity=0.522; semantic=0.522; POS/language checks PASS.
ox5000-3f076cc2e24ceeab0e19	dramatically	adverb	B2	драматично	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=1634; definition_path=/us/definition/english/dramatically; stable_id=PASS; exact_definition='very suddenly and to a very great and often surprising degree'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate	PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='very suddenly and to a very great and often surprising degree'; candidate='драматично'; reverse='dramatic'; lexical=1.000; candidate_definition_similarity=0.562; reverse_definition_similarity=0.498; semantic=0.562; POS/language checks PASS.
ox5000-28fce2fd6625072758dd	drought	noun	B2	за́суха	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=1652; definition_path=/us/definition/english/drought; stable_id=PASS; exact_definition='a long period of time when there is little or no rain'; selected_candidate_method=en_wiktionary_matching_pos_uk_translation	PASS: source-grounded second pass; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='a long period of time when there is little or no rain'; candidate='за́суха'; reverse='Drought'; lexical=1.000; candidate_definition_similarity=0.528; reverse_definition_similarity=0.428; semantic=0.528; POS/language checks PASS.
ox5000-7f327ac67d3382af1f36	duration	noun	B2	тривалість (нуль): тривалість часу, протягом якого щось триває або продовжується	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=1666; definition_path=/us/definition/english/duration; stable_id=PASS; exact_definition='the length of time that something lasts or continues'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='the length of time that something lasts or continues'; candidate='тривалість (нуль): тривалість часу, протягом якого щось триває або продовжується'; reverse='duration (zero): the duration of the time that something lasts or continues'; lexical=1.000; candidate_definition_similarity=0.821; reverse_definition_similarity=0.856; semantic=0.856; POS/language checks PASS.
ox5000-ef71bf152c656a55a7d0	dynamic	adjective	B2	динамічний (підприємець): має багато енергії та сильної особистості.	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=1671; definition_path=/us/definition/english/dynamic_1; stable_id=PASS; exact_definition='having a lot of energy and a strong personality'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='having a lot of energy and a strong personality'; candidate='динамічний (підприємець): має багато енергії та сильної особистості.'; reverse='dynamic (entrepreneur) has a lot of energy and strength.'; lexical=1.000; candidate_definition_similarity=0.720; reverse_definition_similarity=0.574; semantic=0.720; POS/language checks PASS.
ox5000-ca7f9728fd25d9f579b4	economics	noun	B2	Економіка (нун): вивчення того, як суспільство організовує свої гроші, торгівлю та промисловість.	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=1697; definition_path=/us/definition/english/economics; stable_id=PASS; exact_definition='the study of how a society organizes its money, trade and industry'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='the study of how a society organizes its money, trade and industry'; candidate='Економіка (нун): вивчення того, як суспільство організовує свої гроші, торгівлю та промисловість.'; reverse='Economics: A study of how society organizes its money, trade, and industry'; lexical=1.000; candidate_definition_similarity=0.902; reverse_definition_similarity=0.945; semantic=0.945; POS/language checks PASS.
ox5000-fbacc78ff91e8803a76c	economist	noun	B2	економіст (нуун): людина, яка вивчає або пише про економіку	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=1698; definition_path=/us/definition/english/economist; stable_id=PASS; exact_definition='a person who studies or writes about economics'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	"PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='a person who studies or writes about economics'; candidate='економіст (нуун): людина, яка вивчає або пише про економіку'; reverse=""An economist: someone who's studying or writing about the economy""; lexical=1.000; candidate_definition_similarity=0.912; reverse_definition_similarity=0.894; semantic=0.912; POS/language checks PASS."
ox5000-0dffd09878151b2d113b	editorial	adjective	B2	Редакторська (підприємець): пов'язана з завданням підготувати щось на зразок газети, книжки, телебачення чи радіопрограми, щоб її публікували або транслювали.	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=1704; definition_path=/us/definition/english/editorial_1; stable_id=PASS; exact_definition='connected with the task of preparing something such as a newspaper, a book or a television or radio programme, to be published or broadcast'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	"PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='connected with the task of preparing something such as a newspaper, a book or a television or radio programme, to be published or broadcast'; candidate=""Редакторська (підприємець): пов'язана з завданням підготувати щось на зразок газети, книжки, телебачення чи радіопрограми, щоб її публікували або транслювали.""; reverse='Editorial: The task of preparing something like newspapers, books, television, or radio programs to publish or broadcast.'; lexical=1.000; candidate_definition_similarity=0.827; reverse_definition_similarity=0.880; semantic=0.880; POS/language checks PASS."
ox5000-0f9b904543c55dfc5a83	efficiently	adverb	B2	ефективно	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=1716; definition_path=/us/definition/english/efficiently; stable_id=PASS; exact_definition='in a good and careful way, with no waste of time, money or energy'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate	PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='in a good and careful way, with no waste of time, money or energy'; candidate='ефективно'; reverse='effective'; lexical=0.500; candidate_definition_similarity=0.532; reverse_definition_similarity=0.475; semantic=0.532; POS/language checks PASS.
ox5000-5c9a079bb10c55b83870	elbow	noun	B2	лікоть (нун): суглоб між верхніми і нижніми частинами руки, де він вигинається посередині.	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=1727; definition_path=/us/definition/english/elbow_1; stable_id=PASS; exact_definition='the joint between the upper and lower parts of the arm where it bends in the middle'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='the joint between the upper and lower parts of the arm where it bends in the middle'; candidate='лікоть (нун): суглоб між верхніми і нижніми частинами руки, де він вигинається посередині.'; reverse='elbow: joint between the upper and lower arms, where it bends in the middle'; lexical=1.000; candidate_definition_similarity=0.784; reverse_definition_similarity=0.941; semantic=0.941; POS/language checks PASS.
ox5000-c3007be8ab4931bb3d62	electronics	noun	B2	Електроніка (нуун) - галузь науки і техніки, що вивчає електротехніку в електронному обладнанні.	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=1736; definition_path=/us/definition/english/electronics; stable_id=PASS; exact_definition='the branch of science and technology that studies electric currents in electronic equipment'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='the branch of science and technology that studies electric currents in electronic equipment'; candidate='Електроніка (нуун) - галузь науки і техніки, що вивчає електротехніку в електронному обладнанні.'; reverse='Electronics (nun) is a field of science and technology that studies electrical engineering in electronic equipment.'; lexical=1.000; candidate_definition_similarity=0.776; reverse_definition_similarity=0.718; semantic=0.776; POS/language checks PASS.
ox5000-2fe3e13b6adf5d961d3c	elegant	adjective	B2	елегантний (примітник): привабливий і добрий стиль	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=1737; definition_path=/us/definition/english/elegant; stable_id=PASS; exact_definition='attractive and showing a good sense of style'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='attractive and showing a good sense of style'; candidate='елегантний (примітник): привабливий і добрий стиль'; reverse='elegant (note): attractive and good style'; lexical=1.000; candidate_definition_similarity=0.854; reverse_definition_similarity=0.724; semantic=0.854; POS/language checks PASS.
ox5000-c051d0b14e7554a2af4d	elementary	adjective	B2	елементарний	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=1739; definition_path=/us/definition/english/elementary; stable_id=PASS; exact_definition='in or connected with the first stages of a course of study'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate	PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='in or connected with the first stages of a course of study'; candidate='елементарний'; reverse='elementary'; lexical=1.000; candidate_definition_similarity=0.333; reverse_definition_similarity=0.388; semantic=0.388; POS/language checks PASS.
ox5000-5ac94dbba9ae436c39a6	eliminate	verb	B2	ліквідувати	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=1744; definition_path=/us/definition/english/eliminate; stable_id=PASS; exact_definition='to remove or get rid of something'; selected_candidate_method=en_wiktionary_matching_pos_uk_translation	PASS: source-grounded second pass; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='to remove or get rid of something'; candidate='ліквідувати'; reverse='liquidize'; lexical=0.444; candidate_definition_similarity=0.718; reverse_definition_similarity=0.280; semantic=0.718; POS/language checks PASS.
ox5000-08c78f8c2b7984d83249	embrace	verb	B2	обіймати (версії): обіймати когось як знак любові або дружби	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=1757; definition_path=/us/definition/english/embrace_2; stable_id=PASS; exact_definition='to put your arms around somebody as a sign of love or friendship'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='to put your arms around somebody as a sign of love or friendship'; candidate='обіймати (версії): обіймати когось як знак любові або дружби'; reverse='embrace: hug someone as a sign of love or friendship'; lexical=1.000; candidate_definition_similarity=0.813; reverse_definition_similarity=0.796; semantic=0.813; POS/language checks PASS.
ox5000-bda1ffe3536ced59e99a	emission	noun	B2	випромі́нювання	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=1761; definition_path=/us/definition/english/emission; stable_id=PASS; exact_definition='the production or sending out of light, heat, gas, etc.'; selected_candidate_method=en_wiktionary_matching_pos_uk_translation	PASS: source-grounded second pass; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='the production or sending out of light, heat, gas, etc.'; candidate='випромі́нювання'; reverse='Radiation'; lexical=0.471; candidate_definition_similarity=0.402; reverse_definition_similarity=0.328; semantic=0.402; POS/language checks PASS.
ox5000-240af653d10714d95f2d	emotionally	adverb	B2	емоційне ( прислівник): у спосіб, який пов'язаний з почуттями людей (= з емоціями)	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	"MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=1764; definition_path=/us/definition/english/emotionally; stable_id=PASS; exact_definition=""in a way that is connected with people's feelings (= with the emotions)""; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate"	"PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition=""in a way that is connected with people's feelings (= with the emotions)""; candidate=""емоційне ( прислівник): у спосіб, який пов'язаний з почуттями людей (= з емоціями)""; reverse='emotional (Adverb): the way people feel (= to emotions)'; lexical=0.339; candidate_definition_similarity=0.854; reverse_definition_similarity=0.717; semantic=0.854; POS/language checks PASS."
ox5000-ee093cc46d1da14394f0	empire	noun	B2	Імперія (нуун): група країн або держав, якими керує один провідник або уряд	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=1767; definition_path=/us/definition/english/empire; stable_id=PASS; exact_definition='a group of countries or states that are controlled by one leader or government'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='a group of countries or states that are controlled by one leader or government'; candidate='Імперія (нуун): група країн або держав, якими керує один провідник або уряд'; reverse='Empire (nuun): A group of countries or states ruled by one ruler or government'; lexical=1.000; candidate_definition_similarity=0.833; reverse_definition_similarity=0.797; semantic=0.833; POS/language checks PASS.
ox5000-31d2c935d6d641420ba1	enjoyable	adjective	B2	приємна (примітка): дарує задоволення	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=1805; definition_path=/us/definition/english/enjoyable; stable_id=PASS; exact_definition='giving pleasure'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='giving pleasure'; candidate='приємна (примітка): дарує задоволення'; reverse='nice (note): fun'; lexical=0.364; candidate_definition_similarity=0.838; reverse_definition_similarity=0.581; semantic=0.838; POS/language checks PASS.
ox5000-f49dfbb082c50aed8b4c	entertaining	adjective	B2	розважа́льний	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=1819; definition_path=/us/definition/english/entertaining; stable_id=PASS; exact_definition='that you enjoy watching, listening to, doing or experiencing'; selected_candidate_method=en_wiktionary_matching_pos_uk_translation	PASS: source-grounded second pass; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='that you enjoy watching, listening to, doing or experiencing'; candidate='розважа́льний'; reverse='ambiguous'; lexical=0.286; candidate_definition_similarity=0.522; reverse_definition_similarity=0.155; semantic=0.522; POS/language checks PASS.
ox5000-8a474e14891c7a2f46d6	entrepreneur	noun	B2	підприємець (нуун): людина, яка заробляє, запускаючи або займаючи підприємства, особливо коли це пов'язано з фінансовим ризиком.	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=1829; definition_path=/us/definition/english/entrepreneur; stable_id=PASS; exact_definition='a person who makes money by starting or running businesses, especially when this involves taking financial risks'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	"PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='a person who makes money by starting or running businesses, especially when this involves taking financial risks'; candidate=""підприємець (нуун): людина, яка заробляє, запускаючи або займаючи підприємства, особливо коли це пов'язано з фінансовим ризиком.""; reverse='entrepreneur: A person who earns by starting or doing business, especially when it involves financial risks.'; lexical=1.000; candidate_definition_similarity=0.792; reverse_definition_similarity=0.759; semantic=0.792; POS/language checks PASS."
ox5000-9ef7efb306accd10f03f	envelope	noun	B2	конверт (нун): плоский паперовий контейнер, що використовується для надсилання літер, з частиною, до якої ви кріпите, щоб закрити його	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=1831; definition_path=/us/definition/english/envelope; stable_id=PASS; exact_definition='a flat paper container used for sending letters in, with a part that you stick down to close it'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='a flat paper container used for sending letters in, with a part that you stick down to close it'; candidate='конверт (нун): плоский паперовий контейнер, що використовується для надсилання літер, з частиною, до якої ви кріпите, щоб закрити його'; reverse='envelope (nun): A flat paper container used to send letters, with part to which you attach to to close it'; lexical=1.000; candidate_definition_similarity=0.907; reverse_definition_similarity=0.870; semantic=0.907; POS/language checks PASS.
ox5000-bedeed830a30bd59f7b8	equivalent	adjective	B2	еквівалентний (приміток): рівний у значеннях, кількості, значенню, важливості тощо.	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=1844; definition_path=/us/definition/english/equivalent_2; stable_id=PASS; exact_definition='equal in value, amount, meaning, importance, etc.'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='equal in value, amount, meaning, importance, etc.'; candidate='еквівалентний (приміток): рівний у значеннях, кількості, значенню, важливості тощо.'; reverse='equivalent (note): equal to value, quantity, value, importance, etc.'; lexical=1.000; candidate_definition_similarity=0.869; reverse_definition_similarity=0.881; semantic=0.881; POS/language checks PASS.
